Дата продажи,Название курса,Цена$,Кол-во,Всего
26.03.24,sql crash course,60,13.0,780
27.03.24,PYTHON-BEGINNERS,50,6.0,300
2024-03-27,data science bootcamp,200,15.0,3000
2024/03/27,Web-разработка,80,11.0,880
2024/03/27,Продвинутый ML,250,19.0,4750
27.03.24,SQL БАЗОВЫЙ,60,18.0,1080
2024-03-28,Python нач,50,13.0,650
"Mar 28, 2024",Data Science BOOTCAMP,200,12.0,2400
28/03/2024,web_dev,80,18.0,1440
"Mar 28, 2024",machine learning advanced,250,17.0,4250
2024-03-28,sql crash course,60,15.0,900
29/03/2024,Питон для начинающих,50,17.0,850
29/03/2024,Данные.Наука,200,20.0,4000
29.03.24,веб разработка,80,18.0,1440
"Mar 29, 2024",Machine Learning ADV,250,8.0,2000
2024/03/29,sql-cc,60,,840
30/03/2024,PYTHON-BEGINNERS,50,20.0,1000
"Mar 30, 2024",DS Boot,200,10.0,2000
2024-03-30,веб разработка,80,17.0,1360
2024/03/30,machine learning advanced,250,22.0,5500
2024-03-30,sql-cc,60,15.0,900
"Mar 31, 2024",Python For Beginners,50,13.0,650
31/03/2024,DS Boot,200,15.0,3000
31.03.24,WEB DEVELOPMENT,80,12.0,960
2024-03-31,machine learning advanced,250,11.0,2750
2024/03/31,Быстрый курс SQL,60,23.0,1380
"Apr 01, 2024",python for beginners,50,19.0,950
01/04/2024,Буткемп по Data Science,200,12.0,2400
"Apr 01, 2024",веб разработка,80,18.0,1440
01/04/2024,Продвинутый ML,250,17.0,4250
"Apr 01, 2024",SQL-Курс,60,17.0,1020
2024-04-02,PYTHON-BEGINNERS,50,14.0,700
02.04.24,DS Boot,200,8.0,1600
2024/04/02,Web-разработка,80,15.0,1200
2024-04-02,Продвинутый ML,250,19.0,4750
02/04/2024,sql crash course,60,12.0,720
03.04.24,Python нач,50,14.0,700
03/04/2024,DS Boot,200,14.0,2800
2024-04-03,Web-разработка,80,18.0,1440
2024-04-03,machine learning advanced,250,18.0,4500
03/04/2024,SQL-Курс,60,19.0,1140
"Apr 04, 2024",Python For Beginners,50,13.0,650
2024/04/04,Буткемп по Data Science,200,20.0,4000
"Apr 04, 2024",WEB DEVELOPMENT,80,15.0,1200
2024-04-04,ML (уровень 2),250,12.0,3000
2024-04-04,SQL БАЗОВЫЙ,60,18.0,1080
"Apr 05, 2024",python for beginners,50,18.0,900
2024/04/05,Буткемп по Data Science,200,19.0,3800
2024/04/05,WEB DEVELOPMENT,80,10.0,800
05/04/2024,машинное обучение+,250,15.0,3750
2024/04/05,SQL БАЗОВЫЙ,60,16.0,960
2024-04-06,PYTHON-BEGINNERS,50,65.0,3250
2024-04-06,Data Science BOOTCAMP,200,17.0,3400
06/04/2024,Web Dev 101,80,19.0,1520
06/04/2024,machine learning advanced,250,22.0,5500
2024/04/06,SQL-Курс,60,15.0,900
07/04/2024,Питон для начинающих,50,12.0,600
07/04/2024,Data Science BOOTCAMP,200,11.0,2200
07/04/2024,web_dev,80,23.0,1840
07.04.24,машинное обучение+,250,17.0,4250
2024/04/07,sql crash course,60,11.0,660
08.04.24,PYTHON-BEGINNERS,50,11.0,550
2024-04-08,data science bootcamp,200,15.0,3000
08.04.24,Web-разработка,80,14.0,1120
2024-04-08,ML (уровень 2),250,14.0,3500
"Apr 08, 2024",SQL-Курс,60,15.0,900
09/04/2024,python for beginners,50,11.0,550
"Apr 09, 2024",Буткемп по Data Science,200,12.0,2400
09/04/2024,веб разработка,80,12.0,960
09.04.24,machine learning advanced,250,22.0,5500
09.04.24,sql crash course,60,22.0,1320
10.04.24,PYTHON-BEGINNERS,50,10.0,500
"Apr 10, 2024",Буткемп по Data Science,200,15.0,3000
2024/04/10,Web Dev 101,80,12.0,960
10/04/2024,Продвинутый ML,250,17.0,4250
2024-04-10,SQL-Курс,60,13.0,780
2024/04/11,PYTHON-BEGINNERS,50,18.0,900
11/04/2024,data science bootcamp,200,15.0,3000
2024/04/11,web_dev,80,15.0,1200
"Apr 11, 2024",машинное обучение+,250,14.0,3500
"Apr 11, 2024",SQL БАЗОВЫЙ,60,12.0,720
2024-04-12,Python нач,50,12.0,600
12.04.24,Данные.Наука,200,14.0,2800
2024/04/12,веб разработка,80,16.0,1280
12/04/2024,ML (уровень 2),250,27.0,6750
"Apr 12, 2024",sql-cc,60,20.0,1200
13.04.24,PYTHON-BEGINNERS,50,16.0,800
2024/04/13,Данные.Наука,200,20.0,4000
"Apr 13, 2024",Web-разработка,80,95.0,7600
13/04/2024,машинное обучение+,250,14.0,3500
2024-04-13,SQL БАЗОВЫЙ,60,11.0,660
"Apr 14, 2024",Python нач,50,12.0,600
"Apr 14, 2024",Буткемп по Data Science,200,9.0,1800
2024-04-14,WEB DEVELOPMENT,80,18.0,1440
14.04.24,Machine Learning ADV,250,16.0,4000
14/04/2024,sql crash course,60,11.0,660
"Apr 15, 2024",Python нач,50,18.0,900
2024-04-15,DS Boot,200,18.0,3600
15/04/2024,web_dev,80,5.0,400
"Apr 15, 2024",machine learning advanced,250,10.0,2500
15.04.24,SQL-Курс,60,70.0,4200
16.04.24,Питон для начинающих,50,11.0,550
2024/04/16,data science bootcamp,200,21.0,4200
"Apr 16, 2024",Web Dev 101,80,14.0,1120
2024-04-16,Продвинутый ML,250,11.0,2750
16/04/2024,SQL БАЗОВЫЙ,60,16.0,960
"Apr 17, 2024",python for beginners,50,9.0,450
2024-04-17,DS Boot,200,19.0,3800
2024-04-17,web_dev,80,9.0,720
"Apr 17, 2024",machine learning advanced,250,20.0,5000
17/04/2024,Быстрый курс SQL,60,7.0,420
2024-04-18,Python нач,50,12.0,600
18/04/2024,Data Science BOOTCAMP,200,12.0,2400
18.04.24,web_dev,80,15.0,1200
18.04.24,machine learning advanced,250,12.0,3000
18.04.24,sql crash course,60,18.0,1080
2024-04-19,Python нач,50,12.0,600
2024-04-19,Данные.Наука,200,15.0,3000
19.04.24,Web-разработка,80,16.0,1280
2024-04-19,machine learning advanced,250,18.0,4500
2024/04/19,SQL-Курс,60,7.0,420
"Apr 20, 2024",Python нач,50,15.0,750
2024-04-20,data science bootcamp,200,17.0,3400
2024/04/20,web_dev,80,13.0,1040
20/04/2024,machine learning advanced,250,16.0,4000
20.04.24,sql crash course,60,14.0,840
2024/04/21,PYTHON-BEGINNERS,50,19.0,950
21/04/2024,Буткемп по Data Science,200,14.0,2800
21.04.24,веб разработка,80,13.0,1040
21.04.24,Продвинутый ML,250,15.0,3750
2024/04/21,SQL БАЗОВЫЙ,60,17.0,1020
2024-04-22,Python нач,50,20.0,1000
2024-04-22,Буткемп по Data Science,200,13.0,2600
2024-04-22,веб разработка,80,9.0,720
"Apr 22, 2024",machine learning advanced,250,21.0,5250
22/04/2024,SQL БАЗОВЫЙ,60,17.0,1020
23.04.24,Python For Beginners,50,12.0,600
2024/04/23,Буткемп по Data Science,200,22.0,4400
2024/04/23,Web Dev 101,80,16.0,1280
2024-04-23,machine learning advanced,250,12.0,3000
2024/04/23,sql crash course,60,14.0,840
24/04/2024,Python нач,50,15.0,750
2024-04-24,Буткемп по Data Science,200,18.0,3600
24/04/2024,Web-разработка,80,12.0,960
2024/04/24,Machine Learning ADV,250,12.0,3000
24/04/2024,SQL-Курс,60,17.0,1020
25/04/2024,Python нач,50,19.0,950
2024-04-25,data science bootcamp,200,11.0,2200
25/04/2024,веб разработка,80,16.0,1280
"Apr 25, 2024",ML (уровень 2),250,18.0,4500
2024/04/25,SQL БАЗОВЫЙ,60,12.0,720
2024/04/26,Python нач,50,13.0,650
2024/04/26,Буткемп по Data Science,200,14.0,2800
26.04.24,Web-разработка,80,12.0,960
26/04/2024,ML (уровень 2),250,13.0,3250
2024/04/26,SQL-Курс,60,12.0,720
2024/04/27,Питон для начинающих,50,11.0,550
2024-04-27,Буткемп по Data Science,200,17.0,3400
"Apr 27, 2024",веб разработка,80,11.0,880
"Apr 27, 2024",Machine Learning ADV,250,9.0,2250
27.04.24,sql crash course,60,12.0,720
"Apr 28, 2024",Python For Beginners,50,15.0,750
28.04.24,DS Boot,200,12.0,2400
2024-04-28,web_dev,80,5.0,400
28.04.24,ML (уровень 2),250,17.0,4250
"Apr 28, 2024",sql-cc,60,22.0,1320
2024/04/29,Python нач,50,18.0,900
2024-04-29,Буткемп по Data Science,200,20.0,4000
2024/04/29,Web Dev 101,80,12.0,960
2024-04-29,Продвинутый ML,250,19.0,4750
29.04.24,SQL-Курс,60,12.0,720
30/04/2024,Python нач,50,16.0,800
2024/04/30,Данные.Наука,200,14.0,2800
2024/04/30,Web Dev 101,80,14.0,1120
30.04.24,machine learning advanced,250,14.0,3500
2024/04/30,sql crash course,60,,900
2024-05-01,Python нач,50,14.0,700
"May 01, 2024",Данные.Наука,200,17.0,3400
01/05/2024,web_dev,80,13.0,1040
2024-05-01,Machine Learning ADV,250,11.0,2750
2024-05-01,SQL БАЗОВЫЙ,60,13.0,780
2024/05/02,PYTHON-BEGINNERS,50,12.0,600
2024/05/02,data science bootcamp,200,18.0,3600
02.05.24,Web-разработка,80,15.0,1200
02.05.24,Продвинутый ML,250,13.0,3250
02.05.24,Быстрый курс SQL,60,19.0,1140
03/05/2024,Python For Beginners,50,13.0,650
03/05/2024,data science bootcamp,200,21.0,4200
03/05/2024,Web-разработка,80,13.0,1040
03.05.24,Machine Learning ADV,250,17.0,4250
03.05.24,sql-cc,60,12.0,720
04/05/2024,Python нач,50,17.0,850
04.05.24,Данные.Наука,200,,2400
04/05/2024,Web-разработка,80,20.0,1600
2024-05-04,ML (уровень 2),250,16.0,4000
2024/05/04,SQL БАЗОВЫЙ,60,19.0,1140
05.05.24,Python нач,50,11.0,550
"May 05, 2024",Data Science BOOTCAMP,200,17.0,3400
05.05.24,Web-разработка,80,14.0,1120
2024-05-05,ML (уровень 2),250,16.0,4000
2024/05/05,SQL-Курс,60,17.0,1020
06/05/2024,Python For Beginners,50,19.0,950
2024-05-06,Data Science BOOTCAMP,200,14.0,2800
2024/05/06,веб разработка,80,14.0,1120
06.05.24,Продвинутый ML,250,9.0,2250
06.05.24,sql-cc,60,16.0,960
2024/05/07,python for beginners,50,14.0,700
"May 07, 2024",data science bootcamp,200,9.0,1800
07/05/2024,Web-разработка,80,9.0,720
07/05/2024,Machine Learning ADV,250,15.0,3750
2024-05-07,sql-cc,60,17.0,1020
08/05/2024,Python For Beginners,50,20.0,1000
2024/05/08,DS Boot,200,19.0,3800
2024/05/08,web_dev,80,12.0,960
2024-05-08,Продвинутый ML,250,12.0,3000
2024/05/08,SQL БАЗОВЫЙ,60,24.0,1440
"May 09, 2024",Python нач,50,15.0,750
09/05/2024,Data Science BOOTCAMP,200,17.0,3400
2024/05/09,Web Dev 101,80,12.0,960
09.05.24,machine learning advanced,250,15.0,3750
09.05.24,sql crash course,60,16.0,960
10.05.24,Python For Beginners,50,11.0,550
10/05/2024,Data Science BOOTCAMP,200,14.0,2800
10/05/2024,Web-разработка,80,10.0,800
10.05.24,машинное обучение+,250,14.0,3500
10/05/2024,sql crash course,60,15.0,900
"May 11, 2024",Python For Beginners,50,17.0,850
2024-05-11,Буткемп по Data Science,200,14.0,2800
11.05.24,Web-разработка,80,13.0,1040
2024-05-11,Продвинутый ML,250,19.0,4750
11/05/2024,sql crash course,60,16.0,960
12.05.24,PYTHON-BEGINNERS,50,15.0,750
2024/05/12,Буткемп по Data Science,200,15.0,3000
12/05/2024,веб разработка,80,12.0,960
12.05.24,Продвинутый ML,250,11.0,2750
2024/05/12,SQL БАЗОВЫЙ,60,20.0,1200
2024/05/13,python for beginners,50,15.0,750
2024/05/13,Data Science BOOTCAMP,200,15.0,3000
13.05.24,WEB DEVELOPMENT,80,15.0,1200
13/05/2024,machine learning advanced,250,10.0,2500
13/05/2024,sql crash course,60,10.0,600
14.05.24,PYTHON-BEGINNERS,50,16.0,800
2024/05/14,Буткемп по Data Science,200,19.0,3800
14.05.24,WEB DEVELOPMENT,80,17.0,1360
2024-05-14,машинное обучение+,250,16.0,4000
"May 14, 2024",SQL-Курс,60,16.0,960
2024-05-15,PYTHON-BEGINNERS,50,19.0,950
15.05.24,Data Science BOOTCAMP,200,10.0,2000
"May 15, 2024",Web Dev 101,80,15.0,1200
15.05.24,machine learning advanced,250,12.0,3000
2024-05-15,SQL БАЗОВЫЙ,60,,780
2024-05-16,Python For Beginners,50,12.0,600
"May 16, 2024",Буткемп по Data Science,200,17.0,3400
16/05/2024,WEB DEVELOPMENT,80,19.0,1520
16.05.24,machine learning advanced,250,13.0,3250
2024/05/16,sql-cc,60,15.0,900
17.05.24,Python нач,50,21.0,1050
2024-05-17,Буткемп по Data Science,200,14.0,2800
2024/05/17,веб разработка,80,15.0,1200
2024/05/17,machine learning advanced,250,19.0,4750
"May 17, 2024",sql-cc,60,14.0,840
"May 18, 2024",PYTHON-BEGINNERS,50,15.0,750
18.05.24,DS Boot,200,17.0,3400
18.05.24,Web-разработка,80,16.0,1280
2024/05/18,Machine Learning ADV,250,10.0,2500
2024-05-18,Быстрый курс SQL,60,15.0,900
2024-05-19,Python For Beginners,50,4.0,200
19/05/2024,DS Boot,200,18.0,3600
"May 19, 2024",Web Dev 101,80,14.0,1120
"May 19, 2024",machine learning advanced,250,18.0,4500
"May 19, 2024",SQL-Курс,60,16.0,960
20/05/2024,PYTHON-BEGINNERS,50,17.0,850
"May 20, 2024",DS Boot,200,15.0,3000
2024/05/20,Web Dev 101,80,15.0,1200
20/05/2024,машинное обучение+,250,14.0,3500
20.05.24,SQL-Курс,60,16.0,960
21/05/2024,Питон для начинающих,50,7.0,350
"May 21, 2024",Данные.Наука,200,13.0,2600
21/05/2024,Web Dev 101,80,15.0,1200
2024-05-21,Продвинутый ML,250,21.0,5250
"May 21, 2024",sql-cc,60,20.0,1200
22.05.24,PYTHON-BEGINNERS,50,14.0,700
22.05.24,Буткемп по Data Science,200,16.0,3200
2024/05/22,Web-разработка,80,9.0,720
22/05/2024,Продвинутый ML,250,17.0,4250
22/05/2024,SQL-Курс,60,22.0,1320
23/05/2024,Python For Beginners,50,20.0,1000
"May 23, 2024",Data Science BOOTCAMP,200,10.0,2000
23.05.24,Web Dev 101,80,16.0,1280
"May 23, 2024",Продвинутый ML,250,19.0,4750
2024-05-23,sql-cc,60,16.0,960
2024-05-24,python for beginners,50,15.0,750
2024-05-24,Data Science BOOTCAMP,200,15.0,3000
24.05.24,web_dev,80,14.0,1120
24/05/2024,Machine Learning ADV,250,20.0,5000
"May 24, 2024",Быстрый курс SQL,60,15.0,900
25.05.24,python for beginners,50,13.0,650
"May 25, 2024",Data Science BOOTCAMP,200,10.0,2000
25.05.24,Web Dev 101,80,12.0,960
25/05/2024,ML (уровень 2),250,19.0,4750
2024-05-25,SQL БАЗОВЫЙ,60,15.0,900
"May 26, 2024",python for beginners,50,,550
2024/05/26,Данные.Наука,200,25.0,5000
2024-05-26,веб разработка,80,18.0,1440
26/05/2024,Продвинутый ML,250,,5250
26/05/2024,SQL БАЗОВЫЙ,60,11.0,660
2024/05/27,Python нач,50,16.0,800
2024/05/27,data science bootcamp,200,14.0,2800
27.05.24,Web-разработка,80,16.0,1280
2024-05-27,Machine Learning ADV,250,20.0,5000
27.05.24,sql crash course,60,10.0,600
2024-05-28,PYTHON-BEGINNERS,50,,850
2024/05/28,Data Science BOOTCAMP,200,11.0,2200
2024-05-28,web_dev,80,20.0,1600
2024-05-28,machine learning advanced,250,12.0,3000
28.05.24,sql crash course,60,12.0,720
2024/05/29,PYTHON-BEGINNERS,50,12.0,600
2024-05-29,Данные.Наука,200,19.0,3800
"May 29, 2024",Web-разработка,80,15.0,1200
"May 29, 2024",Machine Learning ADV,250,11.0,2750
2024/05/29,SQL БАЗОВЫЙ,60,16.0,960
30.05.24,Python For Beginners,50,17.0,850
"May 30, 2024",DS Boot,200,11.0,2200
30.05.24,Web-разработка,80,17.0,1360
30.05.24,machine learning advanced,250,14.0,3500
2024/05/30,SQL БАЗОВЫЙ,60,11.0,660
"May 31, 2024",python for beginners,50,16.0,800
2024/05/31,DS Boot,200,18.0,3600
2024/05/31,Web Dev 101,80,11.0,880
"May 31, 2024",machine learning advanced,250,12.0,3000
31.05.24,SQL-Курс,60,16.0,960
2024/06/01,python for beginners,50,2.0,100
01/06/2024,Буткемп по Data Science,200,4.0,800
"Jun 01, 2024",Web Dev 101,80,3.0,240
01/06/2024,машинное обучение+,250,7.0,1750
2024/06/01,SQL БАЗОВЫЙ,60,3.0,180
02/06/2024,Python нач,50,8.0,400
"Jun 02, 2024",data science bootcamp,200,1.0,200
2024-06-02,Web-разработка,80,4.0,320
2024/06/02,machine learning advanced,250,4.0,1000
02/06/2024,Быстрый курс SQL,60,3.0,180
03/06/2024,Питон для начинающих,50,7.0,350
03.06.24,data science bootcamp,200,5.0,1000
03.06.24,Web-разработка,80,3.0,240
"Jun 03, 2024",машинное обучение+,250,4.0,1000
"Jun 03, 2024",Быстрый курс SQL,60,10.0,600
"Jun 04, 2024",PYTHON-BEGINNERS,50,5.0,250
04.06.24,DS Boot,200,6.0,1200
2024/06/04,web_dev,80,3.0,240
"Jun 04, 2024",ML (уровень 2),250,3.0,750
2024/06/04,sql crash course,60,7.0,420
2024/06/05,PYTHON-BEGINNERS,50,4.0,200
05.06.24,data science bootcamp,200,3.0,600
2024-06-05,веб разработка,80,4.0,320
2024-06-05,ML (уровень 2),250,3.0,750
2024-06-05,sql crash course,60,35.0,2100
2024-06-06,Питон для начинающих,50,5.0,250
"Jun 06, 2024",DS Boot,200,5.0,1000
"Jun 06, 2024",web_dev,80,7.0,560
2024-06-06,Machine Learning ADV,250,4.0,1000
2024-06-06,Быстрый курс SQL,60,6.0,360
"Jun 07, 2024",Питон для начинающих,50,4.0,200
07/06/2024,DS Boot,200,9.0,1800
07/06/2024,WEB DEVELOPMENT,80,4.0,320
07.06.24,machine learning advanced,250,9.0,2250
07/06/2024,sql crash course,60,4.0,240
08/06/2024,PYTHON-BEGINNERS,50,10.0,500
"Jun 08, 2024",Data Science BOOTCAMP,200,4.0,800
"Jun 08, 2024",WEB DEVELOPMENT,80,10.0,800
08.06.24,машинное обучение+,250,5.0,1250
08.06.24,sql crash course,60,4.0,240
2024-06-09,python for beginners,50,0.0,0
"Jun 09, 2024",Data Science BOOTCAMP,200,11.0,2200
09.06.24,веб разработка,80,2.0,160
09.06.24,Machine Learning ADV,250,1.0,250
2024/06/09,SQL-Курс,60,8.0,480
2024-06-10,PYTHON-BEGINNERS,50,2.0,100
2024/06/10,Data Science BOOTCAMP,200,6.0,1200
10.06.24,Web-разработка,80,4.0,320
2024-06-10,Продвинутый ML,250,7.0,1750
10/06/2024,SQL БАЗОВЫЙ,60,4.0,240
11.06.24,Python нач,50,9.0,450
11.06.24,Data Science BOOTCAMP,200,5.0,1000
11.06.24,веб разработка,80,8.0,640
"Jun 11, 2024",Machine Learning ADV,250,3.0,750
"Jun 11, 2024",SQL БАЗОВЫЙ,60,6.0,360
2024-06-12,python for beginners,50,7.0,350
12.06.24,data science bootcamp,200,4.0,800
2024/06/12,Web-разработка,80,5.0,400
2024-06-12,Machine Learning ADV,250,6.0,1500
2024-06-12,SQL-Курс,60,4.0,240
13.06.24,PYTHON-BEGINNERS,50,6.0,300
2024-06-13,Данные.Наука,200,7.0,1400
13.06.24,WEB DEVELOPMENT,80,4.0,320
13/06/2024,машинное обучение+,250,6.0,1500
2024-06-13,SQL-Курс,60,4.0,240
2024-06-14,python for beginners,50,3.0,150
14.06.24,DS Boot,200,5.0,1000
2024-06-14,web_dev,80,9.0,720
14.06.24,Продвинутый ML,250,6.0,1500
14/06/2024,SQL-Курс,60,5.0,300
15/06/2024,python for beginners,50,8.0,400
15/06/2024,data science bootcamp,200,5.0,1000
2024-06-15,веб разработка,80,5.0,400
"Jun 15, 2024",машинное обучение+,250,3.0,750
15.06.24,Быстрый курс SQL,60,,360
2024/06/16,Python нач,50,6.0,300
2024/06/16,Данные.Наука,200,2.0,400
2024/06/16,Web-разработка,80,4.0,320
"Jun 16, 2024",Machine Learning ADV,250,1.0,250
16.06.24,Быстрый курс SQL,60,3.0,180
17/06/2024,Python нач,50,10.0,500
17/06/2024,DS Boot,200,3.0,600
"Jun 17, 2024",веб разработка,80,3.0,240
17.06.24,ML (уровень 2),250,4.0,1000
17/06/2024,SQL-Курс,60,5.0,300
2024-06-18,Python нач,50,5.0,250
2024/06/18,Данные.Наука,200,4.0,800
18.06.24,WEB DEVELOPMENT,80,7.0,560
18/06/2024,ML (уровень 2),250,9.0,2250
18/06/2024,Быстрый курс SQL,60,6.0,360
19.06.24,PYTHON-BEGINNERS,50,3.0,150
2024-06-19,Буткемп по Data Science,200,8.0,1600
2024/06/19,веб разработка,80,7.0,560
19/06/2024,Продвинутый ML,250,2.0,500
2024-06-19,sql crash course,60,8.0,480
2024/06/20,PYTHON-BEGINNERS,50,3.0,150
20.06.24,data science bootcamp,200,10.0,2000
"Jun 20, 2024",Web Dev 101,80,6.0,480
20.06.24,Продвинутый ML,250,2.0,500
"Jun 20, 2024",sql-cc,60,6.0,360
2024/06/21,python for beginners,50,3.0,150
"Jun 21, 2024",DS Boot,200,4.0,800
21/06/2024,веб разработка,80,6.0,480
21.06.24,машинное обучение+,250,5.0,1250
2024-06-21,Быстрый курс SQL,60,8.0,480
22/06/2024,Python For Beginners,50,9.0,450
2024/06/22,Буткемп по Data Science,200,4.0,800
"Jun 22, 2024",web_dev,80,6.0,480
22/06/2024,Продвинутый ML,250,3.0,750
22/06/2024,sql-cc,60,5.0,300
23/06/2024,Python For Beginners,50,8.0,400
23/06/2024,Буткемп по Data Science,200,9.0,1800
23.06.24,WEB DEVELOPMENT,80,6.0,480
2024/06/23,machine learning advanced,250,2.0,500
2024-06-23,sql crash course,60,4.0,240
24/06/2024,python for beginners,50,6.0,300
"Jun 24, 2024",DS Boot,200,5.0,1000
"Jun 24, 2024",WEB DEVELOPMENT,80,8.0,640
2024/06/24,machine learning advanced,250,8.0,2000
2024-06-24,sql-cc,60,5.0,300
2024-06-25,Python For Beginners,50,3.0,150
25.06.24,DS Boot,200,2.0,400
25.06.24,Web Dev 101,80,4.0,320
25/06/2024,ML (уровень 2),250,8.0,2000
25.06.24,Быстрый курс SQL,60,5.0,300
26.06.24,Python нач,50,2.0,100
2024-06-26,data science bootcamp,200,4.0,800
26/06/2024,Web Dev 101,80,9.0,720
"Jun 26, 2024",Machine Learning ADV,250,2.0,500
"Jun 26, 2024",SQL БАЗОВЫЙ,60,3.0,180
"Jun 27, 2024",Питон для начинающих,50,3.0,150
2024-06-27,data science bootcamp,200,4.0,800
2024/06/27,Web-разработка,80,6.0,480
27.06.24,machine learning advanced,250,4.0,1000
2024-06-27,SQL БАЗОВЫЙ,60,7.0,420
2024/06/28,PYTHON-BEGINNERS,50,4.0,200
"Jun 28, 2024",data science bootcamp,200,4.0,800
28.06.24,веб разработка,80,4.0,320
28.06.24,Продвинутый ML,250,6.0,1500
2024-06-28,sql-cc,60,35.0,2100
"Jun 29, 2024",Python For Beginners,50,2.0,100
29/06/2024,Данные.Наука,200,9.0,1800
29.06.24,web_dev,80,5.0,400
29.06.24,ML (уровень 2),250,1.0,250
29/06/2024,SQL БАЗОВЫЙ,60,4.0,240
30.06.24,Python For Beginners,50,10.0,500
2024-06-30,DS Boot,200,1.0,200
30/06/2024,WEB DEVELOPMENT,80,5.0,400
30/06/2024,machine learning advanced,250,5.0,1250
2024-06-30,sql-cc,60,1.0,60
2024-07-01,PYTHON-BEGINNERS,50,5.0,250
"Jul 01, 2024",Data Science BOOTCAMP,200,8.0,1600
01.07.24,Web-разработка,80,2.0,160
01.07.24,machine learning advanced,250,7.0,1750
2024-07-01,Быстрый курс SQL,60,2.0,120
"Jul 02, 2024",python for beginners,50,6.0,300
2024-07-02,Data Science BOOTCAMP,200,7.0,1400
2024-07-02,Web Dev 101,80,4.0,320
2024-07-02,ML (уровень 2),250,4.0,1000
2024-07-02,sql-cc,60,45.0,2700
2024/07/03,python for beginners,50,3.0,150
2024/07/03,Данные.Наука,200,3.0,600
2024/07/03,Web Dev 101,80,2.0,160
03/07/2024,ML (уровень 2),250,2.0,500
2024/07/03,sql-cc,60,7.0,420
04/07/2024,PYTHON-BEGINNERS,50,,500
2024/07/04,Буткемп по Data Science,200,3.0,600
04/07/2024,web_dev,80,4.0,320
"Jul 04, 2024",Machine Learning ADV,250,4.0,1000
04/07/2024,sql crash course,60,2.0,120
2024/07/05,Python For Beginners,50,7.0,350
05.07.24,Данные.Наука,200,11.0,2200
"Jul 05, 2024",Web-разработка,80,4.0,320
"Jul 05, 2024",Продвинутый ML,250,6.0,1500
2024-07-05,SQL-Курс,60,1.0,60
2024/07/06,Питон для начинающих,50,4.0,200
06.07.24,data science bootcamp,200,4.0,800
"Jul 06, 2024",веб разработка,80,0.0,0
"Jul 06, 2024",Machine Learning ADV,250,4.0,1000
"Jul 06, 2024",sql-cc,60,11.0,660
2024-07-07,Python нач,50,3.0,150
2024-07-07,Data Science BOOTCAMP,200,6.0,1200
2024/07/07,web_dev,80,7.0,560
"Jul 07, 2024",машинное обучение+,250,7.0,1750
07.07.24,SQL-Курс,60,6.0,360
2024/07/08,Python For Beginners,50,7.0,350
08.07.24,Буткемп по Data Science,200,8.0,1600
"Jul 08, 2024",Web-разработка,80,4.0,320
2024-07-08,ML (уровень 2),250,3.0,750
"Jul 08, 2024",sql-cc,60,6.0,360
09.07.24,PYTHON-BEGINNERS,50,7.0,350
09/07/2024,Данные.Наука,200,7.0,1400
2024/07/09,Web Dev 101,80,5.0,400
2024-07-09,ML (уровень 2),250,8.0,2000
09.07.24,SQL БАЗОВЫЙ,60,5.0,300
10/07/2024,PYTHON-BEGINNERS,50,7.0,350
"Jul 10, 2024",Данные.Наука,200,3.0,600
2024-07-10,Web Dev 101,80,4.0,320
10/07/2024,машинное обучение+,250,1.0,250
2024-07-10,SQL БАЗОВЫЙ,60,5.0,300
11/07/2024,Python For Beginners,50,7.0,350
"Jul 11, 2024",Data Science BOOTCAMP,200,4.0,800
2024/07/11,веб разработка,80,4.0,320
11/07/2024,ML (уровень 2),250,8.0,2000
11/07/2024,sql-cc,60,5.0,300
12.07.24,PYTHON-BEGINNERS,50,2.0,100
12/07/2024,Буткемп по Data Science,200,8.0,1600
"Jul 12, 2024",веб разработка,80,3.0,240
12.07.24,Machine Learning ADV,250,5.0,1250
12.07.24,SQL БАЗОВЫЙ,60,4.0,240
2024-07-13,Python нач,50,6.0,300
2024/07/13,Буткемп по Data Science,200,3.0,600
2024-07-13,веб разработка,80,8.0,640
13.07.24,Machine Learning ADV,250,7.0,1750
13/07/2024,SQL-Курс,60,4.0,240
14.07.24,PYTHON-BEGINNERS,50,7.0,350
14/07/2024,DS Boot,200,5.0,1000
2024/07/14,веб разработка,80,1.0,80
14.07.24,Продвинутый ML,250,6.0,1500
2024-07-14,SQL-Курс,60,8.0,480
2024-07-15,PYTHON-BEGINNERS,50,6.0,300
"Jul 15, 2024",Data Science BOOTCAMP,200,2.0,400
2024/07/15,WEB DEVELOPMENT,80,5.0,400
"Jul 15, 2024",Продвинутый ML,250,6.0,1500
2024/07/15,sql-cc,60,5.0,300
16.07.24,python for beginners,50,4.0,200
16.07.24,Данные.Наука,200,5.0,1000
16.07.24,web_dev,80,6.0,480
2024/07/16,машинное обучение+,250,5.0,1250
"Jul 16, 2024",sql crash course,60,4.0,240
2024/07/17,PYTHON-BEGINNERS,50,7.0,350
2024-07-17,Data Science BOOTCAMP,200,10.0,2000
2024/07/17,Web-разработка,80,6.0,480
"Jul 17, 2024",машинное обучение+,250,7.0,1750
17.07.24,Быстрый курс SQL,60,6.0,360
2024/07/18,Python нач,50,7.0,350
2024/07/18,Буткемп по Data Science,200,5.0,1000
18.07.24,WEB DEVELOPMENT,80,5.0,400
